Assigned to,id,name,address1,zip,country,latitude,longitude,phone,Yelp URL of Business,City Page,Notes,Yelp search URL
SM,10015,WALT'S CATERING,3445 MORAGA STREET,94080,US,,,14155232929,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:10015,,"http://www.yelp.com/search?find_desc=WALT'S CATERING#find_loc=3445 MORAGA STREET,sf"
,66711,PARIS PIZZA,448 BROADWAY ST,94133,US,37.798168,-122.404605,,paris-pizza-san-francisco,,,
kl,2076,LEMONGRASS THAI NOODLE,2348 POLK ST,94109,US,37.798497,-122.422246,,lemongrass-thai-cuisine-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:2076,,
HRY,7525,STONE HOUSE CALIF OLIVE OIL,1/3/2028,94111,US,37.786766,-122.461545,,Unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:7525,,"http://www.yelp.com/search?find_desc=STONE HOUSE CALIF OLIVE OIL#find_loc=1/3/2028,sf"
MW,70884,CRAFTHOUSE,3853 24TH ST,94114,US,37.751603,-122.428758,14155271597,http://www.yelp.com/biz/caskhouse-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:70884,name is Caskhouse,"http://www.yelp.com/search?find_desc=CRAFTHOUSE#find_loc=3853 24TH ST,sf"
kl,522,BOUDIN SOURDOUGH BAKERY,3251 20TH AVE,94132,US,37.728497,-122.475639,14155561849,-unmatched,,"lots of places with that name, none with that address that I can find",
,68784,JOE'S ICE CREAM,5420 GEARY BLVD,94121,US,37.780488,-122.477751,,joes-ice-cream-san-francisco,,,
,3972,SEASONS BAR,757 MARKET ST 5/FL,94103,US,37.786476,-122.404852,,seasons-bar-and-lounge-san-francisco,,,
,69881,ANDERSEN BREAD,235 CALIFORNIA ST,94111,US,37.793294,-122.399227,,andersen-bread-san-francisco-2,,,
,69130,SIGSBEE'S,455 S. MISSION BAY BLVD,94117,US,37.771068,-122.388691,14158213810,sigsbees-san-francisco-2,,,
,61457,SODEXO AT ACADEMY OF ART UNIVERSITY,655 SUTTER ST,94102,US,37.788883,-122.411077,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:61457,,"http://www.yelp.com/search?find_desc=SODEXO AT ACADEMY OF ART UNIVERSITY#find_loc=655 SUTTER ST,sf"
,2256,BLUE DANUBE COFFEE HOUSE,306 CLEMENT ST,94118,US,37.783058,-122.462502,,blue-danube-coffee-house-san-francisco,,,
luther,69283,FAIRMONT HOTEL SAN FRANCISCO - LAUREL COURT,950 MASON ST,94108,US,37.792314,-122.410821,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69283,,"http://www.yelp.com/search?find_desc=FAIRMONT HOTEL SAN FRANCISCO - LAUREL COURT#find_loc=950 MASON ST,sf"
Partha,67560,HUMPHRY SLOCOMBE,1 FERRY BUILDING   #50,94111,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67560,,"http://www.yelp.com/search?find_desc=HUMPHRY SLOCOMBE#find_loc=1 FERRY BUILDING   #50,sf"
SY,64621,SIR FRANCIS DRAKE HOTEL - LOBBY BAR,450 POWELL ST LOBBY,94102,US,37.788782,-122.408439,,http://www.yelp.com/biz/sir-francis-drake-hotel-san-francisco-2,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:64621,,"http://www.yelp.com/search?find_desc=SIR FRANCIS DRAKE HOTEL - LOBBY BAR#find_loc=450 POWELL ST LOBBY,sf"
,60631,EAST & WEST GOURMET FOOD,270 NOE ST,94114,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:60631,,"http://www.yelp.com/search?find_desc=EAST & WEST GOURMET FOOD#find_loc=270 NOE ST,sf"
,3241,SHENG KEE BAKERY,1941 IRVING ST,94122,US,37.76344,-122.478648,,sheng-kee-bakery-san-francisco,,,
LR,2971,ST MARY'S HOSPITAL CAFETERIA,450 STANYAN ST L-B,94117,US,37.773657,-122.454417,14155755666,Only hospital listed: http://www.yelp.com/biz/st-marys-medical-center-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:2971,,"http://www.yelp.com/search?find_desc=ST MARY'S HOSPITAL CAFETERIA#find_loc=450 STANYAN ST L-B,sf"
,64070,ONIGILLY,JUSTIN HERMAN PLAZA,,US,37.795542,-122.400061,,onigilly-japanese-gourmet-rice-balls-san-francisco,,,
AG,66439,"HOME MAID RAVIOLI CO., INC.",505 GENE FRIEND WAY,94158,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:66439,,"http://www.yelp.com/search?find_desc=HOME MAID RAVIOLI CO., INC.#find_loc=505 GENE FRIEND WAY,sf"
luther,69318,CELTIC CATERING,167 LELAND AVE,94134,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69318,,"http://www.yelp.com/search?find_desc=CELTIC CATERING#find_loc=167 LELAND AVE,sf"
,625,CALIFORNIA TENNIS CLUB,2455 BUSH ST,94115,US,37.786463,-122.437657,,california-tennis-club-san-francisco,,,
,3832,CAFE DU NORD,2170 MARKET ST,94114,US,37.766504,-122.430379,14155865016,cafe-du-nord-san-francisco,,,
,68824,HARVEY'S PLACE,330 05TH ST,94107,US,37.779807,-122.402887,,harveys-place-san-francisco,,,
LR,68745,LUCKY DOGS,OFF THE GRID,,US,0,0,,http://www.yelp.com/biz/lucky-dogs-san-francisco-3,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68745,,"http://www.yelp.com/search?find_desc=LUCKY DOGS#find_loc=OFF THE GRID,sf"
Partha,68332,"KKR ASSET MANAGEMENT, LLC",555 CALIFORNIA ST SUITE 5000,94104,US,37.792773,-122.403567,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68332,,"http://www.yelp.com/search?find_desc=KKR ASSET MANAGEMENT, LLC#find_loc=555 CALIFORNIA ST SUITE 5000,sf"
JE,27955,WICHCRAFT,868 MISSION ST,94103,US,37.783228,-122.405958,14155593895,http://www.yelp.com/biz/wichcraft-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:27955,,"http://www.yelp.com/search?find_desc=WICHCRAFT#find_loc=868 MISSION ST,sf"
luther,69312,EL SUR LLC,OFF THE GRID,,US,0,0,,http://www.yelp.com/biz/el-sur-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69312,,"http://www.yelp.com/search?find_desc=EL SUR LLC#find_loc=OFF THE GRID,sf"
SM,750,123 DELI - LEE'S,123 01ST ST,94105,US,37.788613,-122.393894,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:750,,
,64319,LITTLEGREENCYCLO LLC,OFF THE GRID-UPPER HAIGHT,,US,37.777122,-122.419639,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:64319,,"http://www.yelp.com/search?find_desc=LITTLEGREENCYCLO LLC#find_loc=OFF THE GRID-UPPER HAIGHT,sf"
JE,6161,DAVIES MEDICAL CTR GIFT SHOP,45 CASTRO ST,94117,US,37.768922,-122.435736,14155606257,http://www.yelp.com/biz/davies-medical-center-san-francisco-2,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:6161,,"http://www.yelp.com/search?find_desc=DAVIES MEDICAL CTR GIFT SHOP#find_loc=45 CASTRO ST,sf"
JN,67954,OLD WORLD FOOD TRUCK,1205 ALABAMA ST,94110,US,37.752618,-122.410861,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67954,,"http://www.yelp.com/search?find_desc=OLD WORLD FOOD TRUCK#find_loc=1205 ALABAMA ST,sf"
LD,3929,"OPERA HOUSE - BASEMENT,LOWER LOUNGE",301 VAN NESS AVE,94102,US,37.778272,-122.420031,14155251932,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:3929,,"http://www.yelp.com/search?find_desc=OPERA HOUSE - BASEMENT,LOWER LOUNGE#find_loc=301 VAN NESS AVE,sf"
LR,33747,PIER 23 CAFE INC,PIER 23,94133,US,37.802673,-122.400867,,http://www.yelp.com/biz/pier-23-cafe-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:33747,,"http://www.yelp.com/search?find_desc=PIER 23 CAFE INC#find_loc=PIER 23,sf"
,870,YAN'S KITCHEN,57 COLUMBUS AVE,94111,US,37.796208,-122.404308,,yans-kitchen-san-francisco,,,
JE,5649,AT&T - DOGGIE-SAUSAGE-/ROOM 2142 [145181],24 WILLIE MAYS PLAZA 2.50.01,94107,US,37.778382,-122.391151,14155971500,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5649,,"http://www.yelp.com/search?find_desc=AT&T - DOGGIE-SAUSAGE-/ROOM 2142 [145181]#find_loc=24 WILLIE MAYS PLAZA 2.50.01,sf"
SM,7655,H & W GROCERY & LIQUOR,801 HAYES ST,94117,US,37.77598,-122.429577,,h-and-w-liquors-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:7655,,"http://www.yelp.com/search?find_desc=H & W GROCERY & LIQUOR#find_loc=801 HAYES ST,sf"
luther,69275,TACOS EL TUCA,428 11TH ST,94103,US,37.769957,-122.411668,,http://www.yelp.com/biz/tacos-el-tuca-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69275,,"http://www.yelp.com/search?find_desc=TACOS EL TUCA#find_loc=428 11TH ST,sf"
JE,5666,CP - BEER CARTS," CANDLESTICK PK UL, SEC. 53-55",94124,US,37.712613,-122.387477,14155468570,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5666,,"http://www.yelp.com/search?find_desc=CP - BEER CARTS#find_loc= CANDLESTICK PK UL, SEC. 53-55,sf"
,27821,DUBOCE PARK CAFÉ,2 SANCHEZ ST,94114,US,37.769305,-122.431407,,duboce-park-cafe-san-francisco,,,
luther,69627,FROZEN KUHSTERD,428 11TH ST,94103,US,,,,http://www.yelp.com/biz/frozen-kuhsterd-san-francisco-3,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69627,,"http://www.yelp.com/search?find_desc=FROZEN KUHSTERD#find_loc=428 11TH ST,sf"
JE,4335,ASIA SF LLC,201 09TH ST,94103,US,37.775025,-122.413093,14155256789,http://www.yelp.com/biz/asiasf-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:4335,,"http://www.yelp.com/search?find_desc=ASIA SF LLC#find_loc=201 09TH ST,sf"
,69957,DAIGO SUSHI,2450 CLEMENT ST,94121,US,,,,daigo-sushi-san-francisco,,,
luther,69190,BAR JARS,1750 DIVISADERO ST,94115,US,37.785739,-122.439887,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69190,,"http://www.yelp.com/search?find_desc=BAR JARS#find_loc=1750 DIVISADERO ST,sf"
LR,68541,GMJ GIFT SHOP,888 HOWARD ST,94103,US,37.781773,-122.404698,,not listed,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68541,,"http://www.yelp.com/search?find_desc=GMJ GIFT SHOP#find_loc=888 HOWARD ST,sf"
,62067,CAFFE LA STAZIONE,701 PENNSYLVANIA AVE #101A,94107,US,37.757364,-122.393066,14155812539,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:62067,,"http://www.yelp.com/search?find_desc=CAFFE LA STAZIONE#find_loc=701 PENNSYLVANIA AVE #101A,sf"
RB,18577,AMC THEATRES METREON 15 - MAIN STAND,101 04TH ST 3/F,94103,US,37.784548,-122.40419,,http://www.yelp.com/biz/amc-metreon-16-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:18577,,"http://www.yelp.com/search?find_desc=AMC THEATRES METREON 15 - MAIN STAND#find_loc=101 04TH ST 3/F,sf"
MW,69939,THE COFFEE CLOSET,303 SACRAMENTO ST,94111,US,,,,http://www.yelp.com/biz/caffe-ida-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69939,,"http://www.yelp.com/search?find_desc=THE COFFEE CLOSET#find_loc=303 SACRAMENTO ST,sf"
luther,69294,WE SUSHI,428 11TH,,US,37.770613,-122.412191,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69294,,"http://www.yelp.com/search?find_desc=WE SUSHI#find_loc=428 11TH,sf"
JE,5691,CP - ROOM 318,CANDLESTICK PARK  318,94124,US,37.712613,-122.387477,14155468570,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5691,,"http://www.yelp.com/search?find_desc=CP - ROOM 318#find_loc=CANDLESTICK PARK  318,sf"
,67897,A.G. FERRARI FOODS,468 CASTRO ST,94114,US,37.761417,-122.435085,,a-g-ferrari-foods-san-francisco-3,,,
SM,10981,FEED YOUR BELLY,MARKET & STEUART ST,94111,US,37.794502,-122.394787,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:10981,,"http://www.yelp.com/search?find_desc=FEED YOUR BELLY#find_loc=MARKET & STEUART ST,sf"
kl,1515,AT&T - COGNAC BAR/ KITCHEN ROOM3232 [145080],24 WILLIE MAYS PLAZA 3.28.01,94107,US,37.778382,-122.391151,14155971500,-unmatched,,,
RB,19087,QUICK-N-EZEE/INDIAN FOODS,1700 O'FARRELL @ FILLMORE ST,94115,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:19087,,"http://www.yelp.com/search?find_desc=QUICK-N-EZEE/INDIAN FOODS#find_loc=1700 O'FARRELL @ FILLMORE ST,sf"
,7810,ALEMANY FARMER'S MARKET,100 ALEMANY BLVD,94110,US,37.736917,-122.40892,,alemany-farmers-market-san-francisco,,,
,68503,NIZARIO'S PIZZA,535 VALENCIA ST,94110,US,37.764294,-122.421796,,nizarios-pizza-san-francisco-4,,,
,25161,WESTIN ST FRANCIS - MAIN KITCHEN,335 POWELL ST 2ND FLOOR,94102,US,37.7877,-122.408345,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:25161,,"http://www.yelp.com/search?find_desc=WESTIN ST FRANCIS - MAIN KITCHEN#find_loc=335 POWELL ST 2ND FLOOR,sf"
KC,6425,COIT TOWER GIFT SHOP,1 TELEGRAPH HILL BLVD,94133,US,37.802767,-122.40592,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:6425,,"http://www.yelp.com/search?find_desc=COIT TOWER GIFT SHOP#find_loc=1 TELEGRAPH HILL BLVD,sf"
JE,5713,CP - ROOM C40,CANDLESTICK PARK  C40,94124,US,37.712613,-122.387477,14155468570,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5713,,"http://www.yelp.com/search?find_desc=CP - ROOM C40#find_loc=CANDLESTICK PARK  C40,sf"
,32508,SACRED HEART CATHEDRAL  PREPARATORY,1055 ELLIS ST,94109,US,37.783445,-122.423535,,sacred-heart-cathedral-preparatory-san-francisco,,,
,20291,HAZEL'S KITCHEN,1319 18TH ST,94107,US,37.762575,-122.395757,,hazels-kitchen-san-francisco,,,
,5289,CREPES A GO GO,350  ST,94103,US,37.774722,-122.406761,14150381320,crepes-a-go-go-san-francisco-2,,,
,66921,CELTIC CATERING,601 FOLSOM ST,,US,37.785367,-122.396922,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:66921,,"http://www.yelp.com/search?find_desc=CELTIC CATERING#find_loc=601 FOLSOM ST,sf"
,3168,BASHFUL BULL TOO,3600 TARAVAL ST,94116,US,37.741788,-122.504781,,the-bashful-bull-too-san-francisco,,,
,62244,MUNCH-A-BUNCH CATERING,310 PINE ST,,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:62244,,"http://www.yelp.com/search?find_desc=MUNCH-A-BUNCH CATERING#find_loc=310 PINE ST,sf"
AG,3639,CHA-CHA-CHA RESTAURANT,1801 HAIGHT ST,94117,US,37.769314,-122.452067,,http://www.yelp.com/biz/cha-cha-cha-san-francisco-4#query:CHA-CHA-CHA%20RESTAURANT,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:3639,,"http://www.yelp.com/search?find_desc=CHA-CHA-CHA RESTAURANT#find_loc=1801 HAIGHT ST,sf"
SM,12029,BVHP MULTIPURPOSE SENIOR CTR.,1706 YOSEMITE AVE.,94124,US,37.728015,-122.393657,14155821444,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:12029,,"http://www.yelp.com/search?find_desc=BVHP MULTIPURPOSE SENIOR CTR.#find_loc=1706 YOSEMITE AVE.,sf"
,25153,WESTIN ST FRANCIS - EMPLOYEE'S CAFETERIA,335 POWELL ST BASEMENT,94102,US,37.7877,-122.408345,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:25153,,"http://www.yelp.com/search?find_desc=WESTIN ST FRANCIS - EMPLOYEE'S CAFETERIA#find_loc=335 POWELL ST BASEMENT,sf"
MW,70282,NESPRESSO BOUTIQUE BAR,90 GRANT AVE,94108,US,,,,http://www.yelp.com/biz/nespresso-boutique-san-francisco-3,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:70282,,"http://www.yelp.com/search?find_desc=NESPRESSO BOUTIQUE BAR#find_loc=90 GRANT AVE,sf"
,27854,ANDALE MEXICAN RESTAURANT,845 MARKET ST FE7,94103,US,37.784848,-122.406892,14155740506,andale-mexican-restaurant-san-francisco-2,,,
MW,69734,THE RIB WHIP (#2),3242 SCOTT,,US,,,14155835403,http://www.yelp.com/biz/the-rib-whip-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69734,,"http://www.yelp.com/search?find_desc=THE RIB WHIP (#2)#find_loc=3242 SCOTT,sf"
LD,35989,S & E SUPERMARKET,2551 NORIEGA ST,94122,US,37.753547,-122.490939,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:35989,,"http://www.yelp.com/search?find_desc=S & E SUPERMARKET#find_loc=2551 NORIEGA ST,sf"
MW,70945,AMAWELE'S SOUTH AFRICAN KITCHEN," HUNTER'S POINT SHIPYARD, BLDG. #110  ",94124,US,,,,http://www.yelp.com/biz/amaweles-south-african-eatery-san-francisco-2,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:70945,address is actually: 101 Spear St,"http://www.yelp.com/search?find_desc=AMAWELE'S SOUTH AFRICAN KITCHEN#find_loc= HUNTER'S POINT SHIPYARD, BLDG. #110  ,sf"
JE,5622,AT&T - VENDING COMMISSARY [145152],24 \ PL,94107,US,37.757923,-122.393914,14155971500,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5622,,"http://www.yelp.com/search?find_desc=AT&T - VENDING COMMISSARY [145152]#find_loc=24 \ PL,sf"
JE,5709,CP - ROOM A1 SPECIALTY STAND,CANDLESTICK PK,94124,US,37.712613,-122.387477,14155468570,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5709,,"http://www.yelp.com/search?find_desc=CP - ROOM A1 SPECIALTY STAND#find_loc=CANDLESTICK PK,sf"
,9146,,157 MAGNOLIA STREET,,US,37.800596,-122.433777,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:9146,,"http://www.yelp.com/search?find_desc=#find_loc=157 MAGNOLIA STREET,sf"
,68422,CAKO CREAMERY,101 04TH ST STE. 9130,94103,US,37.784548,-122.40419,,cako-creamery-san-francisco,,,
,15100,STANLEY'S STEAMER,229 GEARY AT STOCKTON ST ON STOCKTON,94108,US,37.787467,-122.40688,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:15100,,"http://www.yelp.com/search?find_desc=STANLEY'S STEAMER#find_loc=229 GEARY AT STOCKTON ST ON STOCKTON,sf"
AG,5391,BROOKS AND DAUGHTERS SPROUTS,1 FERRY BUILDING  #50,94111,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5391,,"http://www.yelp.com/search?find_desc=BROOKS AND DAUGHTERS SPROUTS#find_loc=1 FERRY BUILDING  #50,sf"
luther,69250,"FAME SF, LLC",443 BROADWAY ST,94133,US,37.798082,-122.404622,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69250,,"http://www.yelp.com/search?find_desc=FAME SF, LLC#find_loc=443 BROADWAY ST,sf"
,7108,ARLEQUIN WINE MERCHANT,384 HAYES ST,94102,US,37.777014,-122.422344,,arlequin-wine-merchant-san-francisco,,,
,65686,MR. NICE,428 11TH ST,94103,US,37.769957,-122.411668,,mr-nice-san-francisco,,,
,67012,JITTERS AND SHAKES,1111 GOUGH ST,94109,US,37.784361,-122.424554,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67012,,"http://www.yelp.com/search?find_desc=JITTERS AND SHAKES#find_loc=1111 GOUGH ST,sf"
,927,GOLDEN GATE PARK GOLF COURSE,GOLDEN GATE PARK,94121,US,37.776695,-122.495014,,golden-gate-park-golf-course-san-francisco-2,,,
,9437,KAISER FARMERS' MARKET,2241 GEARY BLVD,94115,US,37.783074,-122.440517,,kaiser-hospital-farmers-market-san-francisco,,,
JN,68802,LIME MEDIA GROUP,SPECIAL EVENTS ONLY,,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68802,,"http://www.yelp.com/search?find_desc=LIME MEDIA GROUP#find_loc=SPECIAL EVENTS ONLY,sf"
LR,68668,NANA JOES GRANOLA,270 NOE ST,94114,US,,,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68668,,"http://www.yelp.com/search?find_desc=NANA JOES GRANOLA#find_loc=270 NOE ST,sf"
,4065,HUNGRY I,546 BROADWAY ST,94133,US,37.797994,-122.406242,,hungry-i-san-francisco,,,
luther,69186,"PREMIER CATERING & EVENTS, INC.",1255 22ND ST,94107,US,,,14155984710,http://www.yelp.com/biz/premier-catering-and-events-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69186,,"http://www.yelp.com/search?find_desc=PREMIER CATERING & EVENTS, INC.#find_loc=1255 22ND ST,sf"
AG,5368,F & C CATERING,5 SHARON COURT,94015,US,,,14155461930,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5368,,"http://www.yelp.com/search?find_desc=F & C CATERING#find_loc=5 SHARON COURT,sf"
MNW,62357,MARLSCOS FRESCOS ESTILO MASATLAN,975 BAYSHORE BLVD.,94124,US,37.732156,-122.404191,,UNMATCHED,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:62357,,"http://www.yelp.com/search?find_desc=MARLSCOS FRESCOS ESTILO MASATLAN#find_loc=975 BAYSHORE BLVD.,sf"
,5897,BRET HARTE CHILDREN'S CENTER,950 HOLLISTER AVE,94124,US,37.718375,-122.390006,14155331545,bret-harte-nursery-and-school-age-childrens-center-san-francisco,,,
AG,5412,AYS FOODS CATER THYME,100 ALEMANY BLVD,94110,US,,,14155864200,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5412,,"http://www.yelp.com/search?find_desc=AYS FOODS CATER THYME#find_loc=100 ALEMANY BLVD,sf"
MW,69737,STREAT CERVEZAS,428 11TH ST,94103,US,,,14155890933,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69737,none found,"http://www.yelp.com/search?find_desc=STREAT CERVEZAS#find_loc=428 11TH ST,sf"
JN,68007,OSHA WAREHOUSE LLC,2594 OAKDALE AVE,94124,US,37.741907,-122.403111,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68007,,"http://www.yelp.com/search?find_desc=OSHA WAREHOUSE LLC#find_loc=2594 OAKDALE AVE,sf"
LD,36608,TAQUERIA ANGELIA'S,1301 CESAR CHAVEZ ST,,US,37.748543,-122.390883,14150833695,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:36608,,"http://www.yelp.com/search?find_desc=TAQUERIA ANGELIA'S#find_loc=1301 CESAR CHAVEZ ST,sf"
